0	1	2
206117	6609296	71
206117	8742813	72
206117	849217	73
206117	849221	74
206117	1664261	75
206117	8828023	76
206117	6942528	77
206117	7812828	78
206117	6338148	79
206117	6338146	80
206117	7812830	81
206117	849220	82
206117	4618946	83
206117	5174414	84
206117	849216	85
206117	8467083	86
206117	7932306	87
206117	7785654	88
206117	6338147	89
206117	7932300	90
206117	1879473	91
206117	7932299	92
206117	849225	93
206117	6942529	94
206117	7879633	95
206117	5030736	96
206117	5030732	97
206117	3607040	98
206117	7932302	99
206117	7932303	100
141472	7402451	1
141472	7402452	2
141472	4253215	3
141472	6292406	4
141472	1104344	5
141472	6292407	6
141472	7072291	7
141472	7072290	8
141472	4253217	9
141472	4253214	10
141472	4253212	11
141472	6683342	12
141472	6292409	13
141472	656065	14
141472	4715246	15
141472	4681355	16
141472	744222	17
141472	7072288	18
141472	4253213	19
141472	7072293	20
141472	2489392	21
141472	6643447	22
141472	7072287	23
141472	2320923	24
141472	6643441	25
141472	4253216	26
141472	1340369	27
141472	6683344	28
141472	5004532	29
141472	7686962	30
141472	8687578	31
141472	5756317	32
141472	2084343	33
141472	6512082	34
141472	2535806	35
141472	1478812	36
141472	2084348	37
141472	6292408	38
141472	3478385	39
141472	7714797	40
141472	6836474	41
141472	4590834	42
141472	4548717	43
141472	1478811	44
141472	2054227	45
141472	2950459	46
141472	8093872	47
141472	7625231	48
141472	2509859	49
141472	7072295	50
141472	3367192	51
141472	4241403	52
141472	2509863	53
141472	4254836	54
141472	430676	55
141472	2746623	56
141472	542347	57
141472	3312118	58
141472	3649959	59
141472	5056232	60
141472	4424202	61
141472	4079813	62
141472	7072292	63
141472	2274015	64
141472	3393632	65
141472	6782345	66
141472	5038538	67
141472	8304101	68
141472	8117361	69
141472	2971646	70
141472	7078434	71
141472	8085708	72
141472	5318402	73
141472	7678189	74
141472	1941266	75
141472	3299960	76
141472	97739	77
141472	373498	78
141472	2669218	79
141472	5496345	80
141472	3408009	81
141472	3907344	82
141472	8090240	83
141472	3864507	84
141472	5125375	85
141472	491120	86
141472	6820615	87
141472	5000167	88
141472	3032115	89
141472	3884882	90
141472	3884881	91
141472	4682759	92
141472	3844836	93
141472	1965924	94
141472	567743	95
141472	2430918	96
141472	4911365	97
141472	4931453	98
141472	6959233	99
141472	1267422	100
352818	1584504	1
352818	1771122	2
352818	1584500	3
352818	3587249	4
352818	8042232	5
352818	7072354	6
352818	4132247	7
352818	5613887	8
352818	6616890	9
352818	1485205	10
352818	2255432	11
352818	47344	12
352818	3906495	13
352818	2984991	14
352818	7629079	15
352818	6127983	16
352818	3045116	17
352818	3045125	18
352818	5088522	19
352818	3906501	20
352818	5844213	21
352818	7299473	22
352818	901319	23
352818	6825310	24
352818	148768	25
352818	5683599	26
352818	3880599	27
352818	8303064	28
352818	5728652	29
352818	8647784	30
352818	6844201	31
352818	6811171	32
352818	5088517	33
352818	6486188	34
352818	2625474	35
352818	5810241	36
352818	5123608	37
352818	4587065	38
352818	7879002	39
352818	4828784	40
352818	2589531	41
352818	3620571	42
352818	4729135	43
352818	148766	44
352818	5728651	45
352818	5810238	46
352818	6538077	47
352818	2879253	48
352818	5412853	49
352818	4870539	50
352818	4870544	51
352818	2420277	52
352818	3318505	53
352818	1435928	54
352818	3318504	55
352818	1177279	56
352818	1067194	57
352818	8534236	58
352818	2565672	59
352818	5049002	60
352818	1591522	61
352818	7820622	62
352818	1353513	63
352818	1672687	64
352818	2302265	65
352818	2589528	66
352818	4754109	67
352818	7371756	68
352818	6730277	69
352818	4754113	70
352818	7317372	71
352818	4403944	72
352818	3785242	73
352818	3587242	74
352818	8794761	75
352818	1874861	76
352818	1672688	77
352818	4093249	78
352818	4345040	79
352818	6466550	80
352818	6466554	81
352818	2625480	82
352818	4754107	83
352818	2447750	84
352818	4403941	85
352818	3620576	86
352818	5869149	87
352818	5641048	88
352818	8816128	89
352818	4403949	90
352818	1713559	91
352818	1591525	92
352818	4403945	93
352818	6981428	94
352818	4403943	95
352818	4498234	96
352818	6870635	97
352818	1294442	98
352818	6103090	99
352818	6119893	100
45924	6411603	1
45924	3233964	2
45924	573100	3
45924	6411604	4
45924	1728712	5
45924	5406067	6
45924	6847702	7
45924	2556462	8
45924	7332936	9
45924	2556463	10
45924	6334116	11
45924	6391358	12
45924	1826394	13
45924	5406068	14
45924	7072691	15
45924	2417657	16
45924	6391357	17
45924	2444133	18
45924	5864248	19
45924	783594	20
45924	573092	21
45924	1284732	22
45924	783591	23
45924	2468502	24
45924	7375169	25
45924	6087561	26
45924	783589	27
45924	8423501	28
45924	783595	29
45924	783592	30
45924	3709446	31
45924	6446092	32
45924	1725305	33
45924	3709448	34
45924	1284733	35
45924	5026429	36
45924	3683196	37
45924	6696903	38
45924	7093677	39
45924	1272545	40
45924	5406070	41
45924	3611288	42
45924	1078742	43
45924	4297583	44
45924	4207793	45
45924	4297585	46
45924	3853659	47
45924	1934653	48
45924	7221186	49
45924	5535157	50
45924	3233191	51
45924	3244844	52
45924	6391977	53
45924	5167800	54
45924	3611281	55
45924	5406073	56
45924	1180821	57
45924	5406071	58
45924	6992405	59
45924	176786	60
45924	989136	61
45924	7332941	62
45924	1810119	63
45924	2124514	64
45924	3611282	65
45924	2124511	66
45924	7221184	67
45924	5406072	68
45924	8036994	69
45924	8615111	70
45924	989140	71
45924	7079111	72
45924	816103	73
45924	6087563	74
45924	2124516	75
45924	2931806	76
45924	2931800	77
45924	4933958	78
45924	4207792	79
45924	816101	80
45924	7093670	81
45924	6411602	82
45924	7093676	83
45924	4207790	84
45924	7332939	85
45924	1725302	86
45924	1723190	87
45924	7072690	88
45924	3736409	89
45924	7093697	90
45924	1180818	91
45924	6851997	92
45924	176783	93
45924	1180823	94
45924	8308148	95
45924	2976620	96
45924	6852001	97
45924	4207789	98
45924	6231153	99
45924	2821386	100
208145	7427348	1
208145	5757128	2
208145	8762110	3
208145	7427345	4
208145	8762109	5
208145	2404650	6
208145	7072838	7
208145	8762105	8
208145	7427354	9
208145	8341183	10
208145	7427352	11
208145	8351302	12
208145	4602075	13
208145	2340526	14
208145	697980	15
208145	4453941	16
208145	5209015	17
208145	8679684	18
208145	781320	19
208145	3277835	20
208145	2404656	21
208145	6227792	22
208145	3277837	23
208145	8256892	24
208145	7831936	25
208145	2318746	26
208145	4392246	27
208145	1496097	28
208145	2404658	29
208145	4876314	30
208145	1385342	31
208145	6227791	32
208145	8351297	33
208145	8642568	34
208145	7059445	35
208145	5248303	36
208145	7054232	37
208145	4392248	38
208145	7059439	39
208145	7813466	40
208145	2039297	41
208145	6248769	42
208145	7059442	43
208145	8762114	44
208145	1567831	45
208145	4392247	46
208145	5896331	47
208145	2366418	48
208145	6248764	49
208145	8026967	50
208145	781324	51
208145	8256891	52
208145	8172742	53
208145	8351299	54
208145	1386090	55
208145	8833009	56
208145	8205075	57
208145	5343608	58
208145	3742059	59
208145	5292300	60
208145	8172746	61
208145	7054223	62
208145	2882486	63
208145	7632392	64
208145	907949	65
208145	8351293	66
208145	1386094	67
208145	703375	68
208145	2366420	69
208145	4604205	70
208145	4998509	71
208145	3742065	72
208145	2318752	73
208145	2366426	74
208145	8094385	75
208145	8205078	76
208145	8344000	77
208145	5550320	78
208145	6426771	79
208145	5069183	80
208145	7670145	81
208145	7024184	82
208145	6248765	83
208145	3742060	84
208145	6426769	85
208145	5343609	86
208145	1967103	87
208145	7937363	88
208145	8382663	89
208145	4727306	90
208145	4053247	91
208145	6426773	92
208145	6426777	93
208145	4805761	94
208145	8682670	95
208145	7234599	96
208145	6556538	97
208145	3837462	98
208145	3269904	99
208145	5433736	100
79891	7073215	1
79891	5799367	2
79891	3107090	3
79891	1416075	4
79891	1884408	5
79891	3694358	6
79891	1416076	7
79891	6458883	8
79891	6458885	9
79891	2515821	10
79891	6458880	11
79891	334366	12
79891	334360	13
79891	6458878	14
79891	7315176	15
79891	7394036	16
79891	3694357	17
79891	4587510	18
79891	7073213	19
79891	5675253	20
79891	2304851	21
79891	5799360	22
79891	4989122	23
79891	5847753	24
79891	3694356	25
79891	1416072	26
79891	5669803	27
79891	3107093	28
79891	4545129	29
79891	7093984	30
79891	8017486	31
79891	8017487	32
79891	334363	33
79891	4587509	34
79891	6458879	35
79891	6103832	36
79891	195930	37
79891	5964244	38
79891	724994	39
79891	3177991	40
79891	6103839	41
79891	1884411	42
79891	1925979	43
79891	4987779	44
79891	8670139	45
79891	3491847	46
79891	2693394	47
79891	6458877	48
79891	7394034	49
79891	1011835	50
79891	5669797	51
79891	2304855	52
79891	3177985	53
79891	1601292	54
79891	1884410	55
79891	1925974	56
79891	2682589	57
79891	6047678	58
79891	2682590	59
79891	6254862	60
79891	1875169	61
79891	6254863	62
79891	8028016	63
79891	6458884	64
79891	3492271	65
79891	3140852	66
79891	4587507	67
79891	5363314	68
79891	486882	69
79891	6254861	70
79891	2873326	71
79891	7221089	72
79891	7516637	73
79891	8149885	74
79891	7735082	75
79891	1314090	76
79891	5326961	77
79891	7677586	78
79891	6068078	79
79891	1314094	80
79891	5024484	81
79891	5492587	82
79891	8351890	83
79891	4115539	84
79891	1603173	85
79891	6103835	86
79891	1947794	87
79891	6272976	88
79891	5801125	89
79891	2364660	90
79891	4115543	91
79891	8040735	92
79891	7677582	93
79891	6103837	94
79891	6445093	95
79891	4115535	96
79891	1246243	97
79891	6632988	98
79891	1246247	99
79891	1246244	100
208494	7073275	1
208494	7073272	2
208494	7073274	3
208494	7073271	4
208494	7073273	5
208494	2103637	6
208494	5669195	7
208494	2105551	8
208494	563783	9
208494	95513	10
208494	7862470	11
208494	4322045	12
208494	825375	13
208494	4076659	14
208494	6592760	15
208494	7904289	16
208494	4124711	17
208494	4165358	18
208494	8182046	19
208494	5828613	20
208494	7334480	21
208494	4322040	22
208494	8789044	23
208494	1343644	24
208494	6537093	25
208494	1218743	26
208494	2859364	27
208494	5770357	28
208494	4510565	29
208494	1385913	30
208494	794043	31
208494	6143995	32
208494	2188236	33
208494	6963783	34
208494	2394111	35
208494	8296024	36
208494	3932045	37
208494	6564357	38
208494	7772893	39
208494	4801869	40
208494	2769548	41
208494	7727495	42
208494	7517931	43
208494	2525347	44
208494	7435099	45
208494	723676	46
208494	2341392	47
208494	5564172	48
208494	181038	49
208494	4975803	50
208494	3602656	51
208494	1334720	52
208494	6531436	53
208494	4521273	54
208494	4074031	55
208494	5000034	56
208494	4951954	57
208494	4764787	58
208494	8076724	59
208494	624843	60
208494	388490	61
208494	3894134	62
208494	838546	63
208494	4524911	64
208494	869245	65
208494	8802762	66
208494	5899239	67
208494	4765196	68
208494	8802764	69
208494	4832558	70
208494	5264759	71
208494	4624037	72
208494	8712661	73
208494	4294180	74
208494	3077791	75
208494	1759334	76
208494	4634325	77
208494	6531441	78
208494	2731593	79
208494	6128783	80
208494	6468232	81
208494	196149	82
208494	1872300	83
208494	6841070	84
208494	3126831	85
208494	7092198	86
208494	8362623	87
208494	7578207	88
208494	8208491	89
208494	6864750	90
208494	409367	91
208494	4766069	92
208494	7449826	93
208494	3842024	94
208494	6554166	95
208494	1780161	96
208494	4237781	97
208494	6128782	98
208494	5618050	99
208494	2648983	100
319564	1352076	1
319564	7319630	2
319564	585123	3
319564	3739198	4
319564	1933306	5
319564	4282326	6
319564	8496404	7
319564	2233072	8
319564	7073381	9
319564	7319634	10
319564	8333620	11
319564	5753326	12
319564	8233841	13
319564	5672382	14
319564	2879416	15
319564	8306322	16
319564	2879414	17
319564	8451888	18
319564	6525405	19
319564	8306321	20
319564	5501473	21
319564	5753329	22
319564	4684334	23
319564	3648338	24
319564	585119	25
319564	6013700	26
319564	4441115	27
319564	7456558	28
319564	5753333	29
319564	3739196	30
319564	8306324	31
319564	4517854	32
319564	7778987	33
319564	1722147	34
319564	3739200	35
319564	2233074	36
319564	1315515	37
319564	666899	38
319564	1352082	39
319564	2128665	40
319564	8443041	41
319564	2390186	42
319564	5600145	43
319564	5235376	44
319564	2124999	45
319564	3739195	46
319564	6013697	47
319564	5534890	48
319564	5235373	49
319564	1562276	50
319564	5235374	51
319564	3942638	52
319564	5501475	53
319564	6013694	54
319564	3820617	55
319564	5827492	56
319564	5779822	57
319564	8443042	58
319564	688120	59
319564	5909147	60
319564	5827491	61
319564	1710398	62
319564	395326	63
319564	5577264	64
319564	5333338	65
319564	1901474	66
319564	6559064	67
319564	921778	68
319564	5577258	69
319564	3437551	70
319564	688118	71
319564	921779	72
319564	1158068	73
319564	2273527	74
319564	1112927	75
319564	3424394	76
319564	718822	77
319564	6579837	78
319564	197388	79
319564	2372471	80
319564	197397	81
319564	1106080	82
319564	197392	83
319564	197389	84
319564	6878845	85
319564	585128	86
319564	8306320	87
319564	8014088	88
319564	5672384	89
319564	6436263	90
319564	6831509	91
319564	5025129	92
319564	1821265	93
319564	423528	94
319564	4843438	95
319564	7524325	96
319564	6029006	97
319564	6029007	98
319564	7831077	99
319564	5814088	100
14151	7073772	1
14151	6496126	2
14151	1506477	3
14151	5537730	4
14151	5537733	5
14151	7073771	6
14151	3986615	7
14151	6496127	8
14151	1506479	9
14151	3911711	10
14151	7948990	11
14151	5537734	12
14151	5633592	13
14151	8346109	14
14151	5793410	15
14151	5537732	16
14151	7286410	17
14151	8759898	18
14151	5537727	19
14151	6718554	20
14151	8090630	21
14151	4776296	22
14151	7970102	23
14151	4475682	24
14151	1861620	25
14151	264173	26
14151	1533461	27
14151	7015295	28
14151	7015292	29
14151	264178	30
14151	152380	31
14151	3603417	32
14151	5013130	33
14151	3193076	34
14151	3193080	35
14151	1357353	36
14151	4953254	37
14151	3137159	38
14151	3193078	39
14151	6125240	40
14151	1075558	41
14151	7515139	42
14151	4149642	43
14151	5385655	44
14151	7774213	45
14151	5323324	46
14151	4149639	47
14151	7137488	48
14151	6519860	49
14151	2985406	50
14151	2298635	51
14151	5286029	52
14151	2830885	53
14151	1559294	54
14151	4237560	55
14151	7390613	56
14151	8711763	57
14151	7073770	58
14151	7583074	59
14151	7073774	60
14151	2208876	61
14151	7777419	62
14151	1928486	63
14151	7274419	64
14151	6174460	65
14151	8069306	66
14151	7906379	67
14151	8069309	68
14151	488643	69
14151	6718562	70
14151	5444169	71
14151	8506867	72
14151	4938150	73
14151	6203072	74
14151	5953698	75
14151	8096627	76
14151	3120939	77
14151	3689673	78
14151	8763095	79
14151	8061776	80
14151	6295639	81
14151	7661958	82
14151	3282076	83
14151	8473766	84
14151	3525382	85
14151	6303877	86
14151	8074305	87
14151	6144054	88
14151	6697515	89
14151	6934407	90
14151	3656384	91
14151	4618759	92
14151	8203390	93
14151	3542417	94
14151	889930	95
14151	650652	96
14151	3425332	97
14151	7182432	98
14151	7102219	99
14151	7674057	100
67802	3449537	1
67802	124539	2
67802	3880911	3
67802	3790535	4
67802	6744409	5
67802	7074071	6
67802	5566931	7
67802	3213535	8
67802	3213534	9
67802	4068366	10
67802	4068367	11
67802	3213537	12
67802	3449536	13
67802	5284967	14
67802	7652299	15
67802	3213541	16
67802	931375	17
67802	3430339	18
67802	2582653	19
67802	3449534	20
67802	4068361	21
67802	6173390	22
67802	4499708	23
67802	6173389	24
67802	3449539	25
67802	971196	26
67802	5762204	27
67802	3317285	28
67802	7074070	29
67802	1894896	30
67802	3880917	31
67802	8495044	32
67802	6495591	33
67802	2138085	34
67802	3329222	35
67802	3125002	36
67802	5616865	37
67802	6755335	38
67802	4007681	39
67802	1926036	40
67802	4068368	41
67802	4930215	42
67802	8358579	43
67802	2877847	44
67802	1850199	45
67802	3430343	46
67802	5148577	47
67802	2281924	48
67802	8637294	49
67802	630796	50
67802	7074067	51
67802	1894892	52
67802	5566935	53
67802	5809518	54
67802	4716206	55
67802	7074073	56
67802	516952	57
67802	1565856	58
67802	5558870	59
67802	8311366	60
67802	5696465	61
67802	7837335	62
67802	581656	63
67802	610020	64
67802	516948	65
67802	1969670	66
67802	2091312	67
67802	6657580	68
67802	8503555	69
67802	7234859	70
67802	5696470	71
67802	3643165	72
67802	5696466	73
67802	5776619	74
67802	6732478	75
67802	7469975	76
67802	3880909	77
67802	2582652	78
67802	2174808	79
67802	6173392	80
67802	6151074	81
67802	3929861	82
67802	4579542	83
67802	7365045	84
67802	7303141	85
67802	4266472	86
67802	5589428	87
67802	8713648	88
67802	1789604	89
67802	1083375	90
67802	2877854	91
67802	7315882	92
67802	6542380	93
67802	5939468	94
67802	6559053	95
67802	5807254	96
67802	6290995	97
67802	4566536	98
67802	2305773	99
67802	5264729	100
1090184	7074235	1
1090184	7074238	2
1090184	7074242	3
1090184	1192107	4
1090184	1192099	5
1090184	1192106	6
1090184	1204452	7
1090184	6703187	8
1090184	4011510	9
1090184	919408	10
1090184	1204451	11
1090184	4263589	12
1090184	1192104	13
1090184	3276120	14
1090184	4590727	15
1090184	1036760	16
1090184	5956227	17
1090184	6603858	18
1090184	8247592	19
1090184	5328545	20
1090184	1192108	21
1090184	1133713	22
1090184	7161863	23
1090184	6181322	24
1090184	919400	25
1090184	5328546	26
1090184	6531710	27
1090184	5748881	28
1090184	1794142	29
1090184	5828301	30
1090184	8448129	31
1090184	1275069	32
1090184	784862	33
1090184	7355518	34
1090184	6945604	35
1090184	3522397	36
1090184	7572383	37
1090184	1204448	38
1090184	141463	39
1090184	4331416	40
1090184	3274868	41
1090184	86575	42
1090184	4536685	43
1090184	6945610	44
1090184	141458	45
1090184	6945601	46
1090184	8448133	47
1090184	5748876	48
1090184	7802606	49
1090184	919407	50
1090184	8139413	51
1090184	919406	52
1090184	6399016	53
1090184	1192103	54
1090184	1204450	55
1090184	2397522	56
1090184	86572	57
1090184	2320832	58
1090184	7802604	59
1090184	2320831	60
1090184	5748882	61
1090184	1772299	62
1090184	3668929	63
1090184	5748878	64
1090184	1149402	65
1090184	3695621	66
1090184	919404	67
1090184	8430017	68
1090184	7572381	69
1090184	784856	70
1090184	3409765	71
1090184	2226696	72
1090184	6703189	73
1090184	5328547	74
1090184	1149403	75
1090184	7074236	76
1090184	919399	77
1090184	7568517	78
1090184	6927149	79
1090184	7802605	80
1090184	2585430	81
1090184	1169154	82
1090184	6564713	83
1090184	8247598	84
1090184	447639	85
1090184	6945606	86
1090184	1140321	87
1090184	1169153	88
1090184	800423	89
1090184	317251	90
1090184	7802607	91
1090184	7355522	92
1090184	2844089	93
1090184	2844088	94
1090184	1357196	95
1090184	4683123	96
1090184	784858	97
1090184	6895696	98
1090184	8760944	99
1090184	5567243	100
323998	7074377	1
323998	3509541	2
323998	3509542	3
323998	6872111	4
323998	5501245	5
323998	6761168	6
323998	3674761	7
323998	2966211	8
323998	4144897	9
323998	6872108	10
323998	7074375	11
323998	1050191	12
323998	957964	13
323998	3976502	14
323998	819777	15
323998	4228774	16
323998	4057916	17
323998	6277556	18
323998	6277561	19
323998	8264180	20
323998	4870638	21
323998	4828783	22
323998	6580791	23
323998	728695	24
323998	1462718	25
323998	3689089	26
323998	4228777	27
323998	1779954	28
323998	1059142	29
323998	819778	30
323998	4828789	31
323998	3952444	32
323998	2576136	33
323998	6777302	34
323998	570100	35
323998	5934419	36
323998	1195073	37
323998	6777309	38
323998	1059135	39
323998	5802964	40
323998	7074379	41
323998	6777301	42
323998	5186108	43
323998	727922	44
323998	8821276	45
323998	4968724	46
323998	6225624	47
323998	1059133	48
323998	1059136	49
323998	6581490	50
323998	3638920	51
323998	7074372	52
323998	6772298	53
323998	8495565	54
323998	4057921	55
323998	859634	56
323998	6277557	57
323998	3952443	58
323998	6805044	59
323998	4968729	60
